Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,AI_Investment_USD,Productivity_Gain_Percent,Annual_Savings_USD,Satisfaction_Score,AI_Usage_Hours_Per_Week,ROI_Percent,Adoption_Status
ORG_672,Retail,Small,74,ChatGPT,2025,18500,24.4,38515.92,3,19.56,208.19,Early Adopter
ORG_673,Retail,Large,8595,Gemini,2023,295606,32.04,504815.15,6,19.85,170.77,Early Adopter
ORG_674,IT,Large,2736,Copilot,2022,270342,34.44,477455.1,3,28.07,176.61,Early Adopter
ORG_675,IT,Medium,246,Gemini,2024,100781,23.68,155095.79,7,23.62,153.89,Early Adopter
ORG_676,IT,Medium,488,Midjourney,2025,74745,28.61,195924.89,8,13.28,262.12,Slow Adopter
ORG_677,Education,Medium,834,Gemini,2025,70879,38.71,91582.25,10,38.53,129.21,AI Leader
ORG_678,Education,Small,119,Gemini,2020,13015,27.85,33175.61,3,34.69,254.9,AI Leader
ORG_679,IT,Medium,423,Claude,2023,67758,9.29,64043.9,4,8.08,94.52,Slow Adopter
ORG_680,Finance,Small,108,Gemini,2023,14674,19.8,11242.83,5,29.69,76.62,Early Adopter
ORG_681,Manufacturing,Medium,332,Midjourney,2024,106776,46.62,291647.15,8,35.34,273.14,AI Leader
ORG_682,IT,Small,73,ChatGPT,2025,18291,16.59,18670.22,8,6.5,102.07,Slow Adopter
ORG_683,IT,Medium,411,ChatGPT,2023,79453,33.15,170435.82,3,28.39,214.51,Early Adopter
ORG_684,Education,Medium,642,Claude,2023,93533,36.3,255502.01,10,29.87,273.17,Early Adopter
ORG_685,Manufacturing,Medium,556,Gemini,2025,66541,45.61,131063.54,10,30.74,196.97,AI Leader
ORG_686,Healthcare,Large,5879,Midjourney,2024,205228,18.97,152844.8,9,17.19,74.48,Early Adopter
ORG_687,Manufacturing,Small,68,ChatGPT,2026,15419,16.39,41916.67,3,16.76,271.85,Early Adopter
ORG_688,IT,Large,4863,ChatGPT,2020,100528,34.21,137473.54,6,32.88,136.75,AI Leader
ORG_689,Education,Small,99,ChatGPT,2026,18059,15.48,39725.43,7,6.36,219.98,Slow Adopter
ORG_690,IT,Small,122,Gemini,2025,20427,31.81,37180.51,9,38.51,182.02,AI Leader
ORG_691,Manufacturing,Small,80,Claude,2023,14463,38.49,27990.83,5,35.11,193.53,AI Leader
ORG_692,Finance,Large,4896,ChatGPT,2026,342956,32.93,387368.63,3,21.31,112.95,Early Adopter
ORG_693,Finance,Small,96,ChatGPT,2024,10372,29.71,7431.11,3,12.57,71.65,Slow Adopter
ORG_694,Education,Small,173,ChatGPT,2023,9698,23.35,23287.25,9,9.8,240.12,Slow Adopter
ORG_695,Education,Medium,684,Copilot,2023,86122,23.99,225991.36,3,23.34,262.41,Early Adopter
ORG_696,Retail,Small,27,Claude,2024,15027,40.4,23484.52,9,37.85,156.28,AI Leader
ORG_697,IT,Medium,488,ChatGPT,2023,55072,13.96,136560.88,8,16.18,247.97,Early Adopter
ORG_698,Manufacturing,Small,31,Claude,2023,18480,27.71,19718.35,3,24.52,106.7,Early Adopter
ORG_699,IT,Medium,401,Copilot,2023,101280,30.78,231020.72,6,36.29,228.1,AI Leader
ORG_700,Education,Small,84,Claude,2021,7946,18.11,10111.64,7,10.39,127.25,Slow Adopter
ORG_701,Manufacturing,Small,125,Midjourney,2025,17790,32.8,38052.12,8,13.58,213.9,Slow Adopter
ORG_702,Healthcare,Large,6920,Claude,2026,265742,22.81,209374.26,3,5.56,78.79,Slow Adopter
ORG_703,Retail,Medium,470,Gemini,2025,31607,32.95,69334.7,9,36.11,219.37,AI Leader
ORG_704,Manufacturing,Medium,761,ChatGPT,2024,64684,20.55,98289.32,3,19.21,151.95,Early Adopter
ORG_705,Finance,Small,113,Gemini,2022,12673,34.41,29795.78,3,24.17,235.11,Early Adopter
ORG_706,Education,Medium,595,ChatGPT,2025,104492,20.97,72268.43,3,7.82,69.16,Slow Adopter
ORG_707,Retail,Small,43,Claude,2024,8701,21.5,21767.17,8,4.61,250.17,Slow Adopter
ORG_708,Healthcare,Medium,897,ChatGPT,2024,98961,22.63,234247.28,5,28.22,236.71,Early Adopter
ORG_709,Finance,Medium,570,Gemini,2023,124064,26.32,177870.93,3,17.15,143.37,Early Adopter
ORG_710,IT,Small,129,Claude,2026,11394,19.6,19324.65,6,23.17,169.6,Early Adopter
ORG_711,Manufacturing,Small,125,ChatGPT,2026,13962,8.47,26539.84,8,6.31,190.09,Slow Adopter
ORG_712,Healthcare,Small,184,Copilot,2020,14054,39.28,15345.92,10,32.1,109.19,AI Leader
ORG_713,IT,Small,151,Copilot,2025,20692,21.05,34134.38,7,9.58,164.96,Slow Adopter
ORG_714,IT,Large,3440,Midjourney,2021,254216,17.96,481018.65,3,18.09,189.22,Early Adopter
ORG_715,Retail,Small,124,Midjourney,2022,10948,22.12,10520.37,7,20.21,96.09,Early Adopter
ORG_716,Finance,Medium,548,Gemini,2024,59146,25.82,148696.29,10,25.6,251.41,Early Adopter
ORG_717,Manufacturing,Small,70,Copilot,2023,9460,26.43,14544.46,4,19.78,153.75,Early Adopter
ORG_718,Education,Medium,387,Claude,2025,85433,40.42,128375.4,6,37.73,150.26,AI Leader
ORG_719,Finance,Small,84,Claude,2021,14757,21.99,12037.26,6,12.61,81.57,Slow Adopter
ORG_720,IT,Small,161,ChatGPT,2021,18035,28.24,48828.08,5,20.18,270.74,Early Adopter
ORG_721,Education,Medium,908,ChatGPT,2021,49305,28.42,55135.07,10,27.66,111.82,Early Adopter
ORG_722,Manufacturing,Large,8382,Claude,2026,303264,27.41,313554.92,8,31.5,103.39,AI Leader
ORG_723,Finance,Small,20,Claude,2024,17431,17.02,24391.37,7,6.29,139.93,Slow Adopter
ORG_724,Healthcare,Small,142,ChatGPT,2025,13135,19.54,20851.46,4,24.67,158.75,Early Adopter
ORG_725,Education,Small,109,ChatGPT,2024,7591,34.08,19744.88,5,28.52,260.11,Early Adopter
ORG_726,Finance,Small,108,ChatGPT,2026,9846,33.2,12544.57,9,22.7,127.41,Early Adopter
ORG_727,IT,Large,8586,Copilot,2024,232037,29.43,237663.23,4,15.44,102.42,Early Adopter
ORG_728,Manufacturing,Medium,355,ChatGPT,2020,99143,17.57,262710.03,6,5.78,264.98,Slow Adopter
ORG_729,Manufacturing,Small,164,Copilot,2022,21612,24.5,48906.88,5,20.04,226.3,Early Adopter
ORG_730,IT,Large,4175,Gemini,2020,323135,26.83,640945.03,9,18.61,198.35,Early Adopter
ORG_731,Healthcare,Small,105,Copilot,2023,8514,41.39,19251.29,8,34.51,226.11,AI Leader
ORG_732,Retail,Large,1869,Claude,2024,426245,21.22,614185.84,7,4.79,144.09,Slow Adopter
ORG_733,IT,Medium,967,Copilot,2026,24582,24.35,56191.23,4,21.93,228.59,Early Adopter
ORG_734,Finance,Medium,916,Claude,2026,74559,26.57,189448.24,6,27.9,254.09,Early Adopter
ORG_735,Manufacturing,Small,66,Claude,2020,14630,19.87,37344.42,10,20.53,255.26,Early Adopter
ORG_736,Manufacturing,Medium,376,Midjourney,2025,73912,32.52,156757.29,3,22.66,212.09,Early Adopter
ORG_737,Manufacturing,Small,81,ChatGPT,2024,14325,13.99,25821.57,10,5.8,180.26,Slow Adopter
ORG_738,Healthcare,Small,71,ChatGPT,2025,10371,28.03,13653.89,6,10.18,131.65,Slow Adopter
ORG_739,IT,Small,74,Claude,2020,13807,22.47,36487.99,7,16.65,264.27,Early Adopter
ORG_740,Finance,Small,101,ChatGPT,2026,9319,37.7,13150.47,5,26.0,141.11,Early Adopter
ORG_741,Healthcare,Small,112,Claude,2023,11492,13.69,27270.43,8,6.75,237.3,Slow Adopter
ORG_742,Finance,Small,42,ChatGPT,2020,21783,28.7,39460.32,5,36.39,181.15,AI Leader
ORG_743,IT,Small,70,Gemini,2025,18806,34.29,11404.07,5,21.25,60.64,Early Adopter
ORG_744,Healthcare,Medium,721,Gemini,2023,65716,29.28,104290.75,5,19.81,158.7,Early Adopter
ORG_745,Education,Large,9459,Gemini,2025,234894,20.67,517928.85,4,3.67,220.49,Slow Adopter
ORG_746,IT,Medium,408,Claude,2024,31071,24.77,50329.21,5,22.51,161.98,Early Adopter
ORG_747,IT,Medium,456,Gemini,2024,110455,20.93,98109.68,9,3.56,88.82,Slow Adopter
ORG_748,Healthcare,Small,149,ChatGPT,2022,18382,19.73,13385.88,6,16.51,72.82,Early Adopter
ORG_749,IT,Medium,302,Copilot,2023,98782,39.52,120771.01,6,19.01,122.26,Early Adopter
ORG_750,Finance,Small,92,Copilot,2026,9202,11.84,22493.15,6,7.7,244.44,Slow Adopter
ORG_751,Manufacturing,Small,89,ChatGPT,2020,11894,28.39,19854.62,4,38.48,166.93,AI Leader
ORG_752,IT,Small,58,ChatGPT,2025,15403,10.14,40013.67,5,6.89,259.78,Slow Adopter
ORG_753,Retail,Small,125,ChatGPT,2025,20452,31.36,30719.97,10,31.6,150.21,AI Leader
ORG_754,Manufacturing,Medium,477,ChatGPT,2023,83148,39.12,146317.54,9,37.97,175.97,AI Leader
ORG_755,Manufacturing,Medium,512,Midjourney,2022,59266,35.31,157286.33,4,30.24,265.39,AI Leader
ORG_756,Healthcare,Medium,295,Copilot,2022,46041,32.27,56039.32,6,25.86,121.72,Early Adopter
ORG_757,Finance,Small,97,ChatGPT,2024,23395,33.4,35187.31,3,30.04,150.41,AI Leader
ORG_758,Retail,Medium,272,Gemini,2025,55476,14.11,92236.12,8,7.89,166.26,Slow Adopter
ORG_759,Retail,Small,168,ChatGPT,2025,11891,37.66,17540.43,6,20.61,147.51,Early Adopter
ORG_760,Education,Small,63,Gemini,2022,15858,29.95,22769.45,3,20.96,143.58,Early Adopter
ORG_761,IT,Small,118,Claude,2021,15943,38.59,14163.37,10,31.03,88.84,AI Leader
ORG_762,Healthcare,Medium,749,ChatGPT,2026,77633,7.74,121491.39,4,8.01,156.49,Slow Adopter
ORG_763,Healthcare,Small,42,Gemini,2023,17322,19.5,27110.77,6,8.46,156.51,Slow Adopter
ORG_764,Retail,Small,105,Claude,2023,14448,30.29,8964.73,3,23.22,62.05,Early Adopter
ORG_765,Education,Medium,209,ChatGPT,2024,55700,28.3,125776.01,5,20.52,225.81,Early Adopter
ORG_766,Finance,Large,6830,Copilot,2025,324964,34.16,311440.9,8,33.54,95.84,AI Leader
ORG_767,Retail,Large,5490,Gemini,2023,192252,23.93,460905.15,9,4.87,239.74,Slow Adopter
ORG_768,Manufacturing,Small,75,ChatGPT,2025,5000,16.02,6527.83,6,4.8,130.56,Slow Adopter
ORG_769,Retail,Small,83,Copilot,2020,22921,30.34,63805.53,8,35.38,278.37,AI Leader
ORG_770,IT,Medium,609,Midjourney,2021,166516,27.94,203768.26,3,22.52,122.37,Early Adopter
ORG_771,IT,Small,153,Copilot,2021,16534,24.01,22617.11,4,8.95,136.79,Slow Adopter
ORG_772,Finance,Medium,344,ChatGPT,2024,76562,31.63,166184.1,6,35.85,217.06,AI Leader
ORG_773,Finance,Medium,377,Copilot,2022,63577,29.64,176525.92,5,31.52,277.66,AI Leader
ORG_774,Manufacturing,Medium,937,Claude,2024,38243,30.95,40432.65,3,12.1,105.73,Slow Adopter
ORG_775,Healthcare,Small,93,ChatGPT,2025,17373,16.17,46434.69,9,6.62,267.28,Slow Adopter
ORG_776,Education,Small,104,ChatGPT,2023,21770,21.68,29815.48,9,12.93,136.96,Slow Adopter
ORG_777,IT,Medium,938,Gemini,2024,136267,34.26,85812.51,5,29.15,62.97,Early Adopter
ORG_778,Education,Small,166,Claude,2026,10921,14.77,22284.25,4,10.29,204.05,Slow Adopter
ORG_779,Healthcare,Large,9080,ChatGPT,2025,346531,40.98,283771.36,5,34.66,81.89,AI Leader
ORG_780,Finance,Small,100,Copilot,2021,21015,30.81,35810.58,5,17.9,170.4,Early Adopter
ORG_781,Manufacturing,Large,3646,Gemini,2025,412860,16.06,270148.36,8,13.47,65.43,Slow Adopter
ORG_782,Manufacturing,Medium,917,ChatGPT,2023,106050,10.7,98753.56,5,9.01,93.12,Slow Adopter
ORG_783,Manufacturing,Small,78,Midjourney,2025,14281,14.66,19746.98,3,9.5,138.27,Slow Adopter
ORG_784,IT,Large,9243,ChatGPT,2024,273823,14.47,431677.35,6,9.73,157.65,Slow Adopter
ORG_785,Retail,Small,135,ChatGPT,2024,9878,22.55,9912.49,5,6.72,100.35,Slow Adopter
ORG_786,Finance,Small,20,ChatGPT,2026,13589,29.71,30683.18,3,11.42,225.79,Slow Adopter
ORG_787,IT,Small,150,Copilot,2026,15505,13.52,24214.56,7,9.22,156.17,Slow Adopter
ORG_788,Healthcare,Medium,466,Midjourney,2026,77852,28.93,217351.34,3,25.49,279.19,Early Adopter
ORG_789,Manufacturing,Small,142,ChatGPT,2023,16780,25.64,35841.79,3,17.19,213.6,Early Adopter
ORG_790,IT,Large,6790,Gemini,2026,230803,23.99,186767.18,7,17.74,80.92,Early Adopter
ORG_791,Retail,Small,175,Claude,2021,17655,20.6,33869.54,4,12.24,191.84,Slow Adopter
ORG_792,Retail,Large,3750,ChatGPT,2024,291682,19.11,498182.32,4,24.07,170.8,Early Adopter
ORG_793,IT,Small,199,Midjourney,2024,18381,22.1,27810.36,8,13.22,151.3,Slow Adopter
ORG_794,Manufacturing,Large,2184,Claude,2026,65054,34.0,117643.05,9,39.83,180.84,AI Leader
ORG_795,IT,Medium,842,Copilot,2023,56494,36.6,110044.98,10,27.34,194.79,Early Adopter
ORG_796,IT,Small,160,ChatGPT,2024,15005,14.34,36746.86,3,17.21,244.9,Early Adopter
ORG_797,Education,Medium,667,Claude,2026,83761,18.02,232543.71,3,13.82,277.63,Slow Adopter
ORG_798,Finance,Large,3576,ChatGPT,2025,264854,26.32,450590.27,5,33.7,170.13,AI Leader
ORG_799,IT,Medium,692,Gemini,2025,96882,25.58,199610.01,10,11.62,206.03,Slow Adopter
ORG_800,IT,Small,144,Claude,2026,12663,19.05,34102.37,8,5.04,269.31,Slow Adopter
ORG_801,Manufacturing,Medium,791,ChatGPT,2020,144544,25.98,320222.56,7,24.49,221.54,Early Adopter
ORG_802,Healthcare,Small,28,Copilot,2025,23349,22.14,40816.32,7,21.1,174.81,Early Adopter
ORG_803,IT,Small,60,Copilot,2026,15582,33.89,22180.56,4,36.11,142.35,AI Leader
ORG_804,Finance,Large,5775,Claude,2022,350856,14.98,355553.22,9,14.56,101.34,Slow Adopter
ORG_805,Manufacturing,Large,3484,Midjourney,2022,259836,21.61,184824.74,5,17.7,71.13,Early Adopter
ORG_806,Education,Large,7839,ChatGPT,2024,159190,38.14,146494.36,3,28.55,92.02,Early Adopter
ORG_807,Finance,Large,7182,ChatGPT,2025,240305,24.51,473711.27,8,22.51,197.13,Early Adopter
ORG_808,Healthcare,Small,96,ChatGPT,2023,18700,29.08,16152.19,7,12.72,86.38,Slow Adopter
ORG_809,IT,Small,21,ChatGPT,2025,18090,37.35,40834.35,5,35.95,225.73,AI Leader
ORG_810,Retail,Small,114,Gemini,2024,12437,22.19,16124.77,10,4.42,129.65,Slow Adopter
ORG_811,Manufacturing,Small,85,ChatGPT,2026,20228,31.61,35625.28,10,31.3,176.12,AI Leader
ORG_812,Retail,Medium,614,ChatGPT,2024,81381,25.77,158919.73,10,12.88,195.28,Slow Adopter
ORG_813,Healthcare,Small,122,ChatGPT,2023,13208,31.19,25155.51,10,25.97,190.46,Early Adopter
ORG_814,IT,Medium,826,Claude,2026,42576,29.41,30150.36,7,12.79,70.82,Slow Adopter
ORG_815,Retail,Small,73,Gemini,2025,11425,20.79,13879.46,7,34.11,121.48,AI Leader
ORG_816,Finance,Small,184,Claude,2022,15177,20.95,40186.15,7,8.26,264.78,Slow Adopter
ORG_817,Manufacturing,Medium,649,ChatGPT,2022,118595,23.35,118028.08,9,18.71,99.52,Early Adopter
ORG_818,Healthcare,Small,109,Claude,2023,18279,20.32,14132.17,4,23.86,77.31,Early Adopter
ORG_819,Retail,Small,139,ChatGPT,2026,10438,31.11,21473.24,6,19.46,205.72,Early Adopter
ORG_820,IT,Small,183,Copilot,2022,16283,21.61,31359.0,7,12.15,192.59,Slow Adopter
ORG_821,Finance,Small,34,Copilot,2021,21152,42.81,25839.07,7,37.64,122.16,AI Leader
ORG_822,Healthcare,Small,66,Gemini,2023,8849,24.93,5810.55,7,34.74,65.66,AI Leader
ORG_823,Healthcare,Medium,874,Claude,2024,79536,32.3,107553.02,6,26.4,135.23,Early Adopter
ORG_824,Manufacturing,Medium,732,Gemini,2025,98388,21.5,103062.28,6,11.11,104.75,Slow Adopter
ORG_825,Retail,Large,6558,ChatGPT,2025,187228,19.42,156406.67,9,12.97,83.54,Slow Adopter
ORG_826,Retail,Small,37,ChatGPT,2023,12956,34.91,20870.89,3,11.25,161.09,Slow Adopter
ORG_827,Education,Medium,552,ChatGPT,2025,43190,17.54,95047.13,4,26.35,220.07,Early Adopter
ORG_828,Education,Large,3314,Gemini,2023,267174,16.85,181327.18,10,6.52,67.87,Slow Adopter
ORG_829,Education,Small,20,Midjourney,2022,16023,38.33,25106.71,8,34.03,156.69,AI Leader
ORG_830,Healthcare,Small,130,ChatGPT,2026,20685,26.07,48373.36,4,35.06,233.86,AI Leader
ORG_831,Healthcare,Medium,905,ChatGPT,2025,38688,34.87,106040.65,5,27.47,274.09,Early Adopter
ORG_832,Finance,Small,87,ChatGPT,2023,10781,39.04,20957.1,5,34.05,194.39,AI Leader
ORG_833,Manufacturing,Small,131,Gemini,2024,12976,18.73,22418.44,8,4.66,172.77,Slow Adopter
ORG_834,Healthcare,Small,182,Gemini,2022,21534,23.99,25959.66,10,14.71,120.55,Slow Adopter
ORG_835,Healthcare,Small,54,Copilot,2026,5895,16.02,7746.14,9,21.15,131.4,Early Adopter
ORG_836,Healthcare,Small,96,ChatGPT,2024,12603,29.93,21209.28,10,14.45,168.29,Slow Adopter
ORG_837,Healthcare,Medium,338,ChatGPT,2024,71573,25.67,117395.21,10,3.09,164.02,Slow Adopter
ORG_838,Education,Small,90,ChatGPT,2025,20413,9.35,16999.15,5,5.94,83.28,Slow Adopter
ORG_839,Education,Medium,680,Claude,2021,45686,17.45,39662.59,6,14.99,86.82,Slow Adopter
ORG_840,Education,Medium,918,ChatGPT,2024,67260,26.13,174179.09,3,26.72,258.96,Early Adopter
ORG_841,Education,Medium,693,Copilot,2025,84228,19.05,61123.58,5,15.79,72.57,Early Adopter
ORG_842,Healthcare,Large,1207,Claude,2025,291938,28.04,342951.04,4,8.56,117.47,Slow Adopter
ORG_843,Retail,Large,5150,ChatGPT,2023,233065,23.53,272749.85,4,18.55,117.03,Early Adopter
ORG_844,Healthcare,Large,5394,ChatGPT,2026,330488,30.21,343954.59,3,18.2,104.07,Early Adopter
ORG_845,Education,Medium,610,Copilot,2022,66047,35.97,135494.1,9,31.93,205.15,AI Leader
ORG_846,IT,Medium,860,ChatGPT,2023,41403,23.04,51474.7,4,7.32,124.33,Slow Adopter
ORG_847,Finance,Small,177,ChatGPT,2023,5000,40.71,11321.92,10,39.67,226.44,AI Leader
ORG_848,Education,Small,50,Claude,2020,17814,10.08,26425.14,7,19.58,148.34,Early Adopter
ORG_849,Finance,Large,2673,ChatGPT,2025,216060,28.96,239002.52,10,12.24,110.62,Slow Adopter
ORG_850,Manufacturing,Small,103,Gemini,2023,6819,39.93,16001.26,10,32.83,234.66,AI Leader
ORG_851,IT,Medium,693,ChatGPT,2025,67902,42.37,55792.1,5,33.04,82.17,AI Leader
ORG_852,Healthcare,Medium,787,ChatGPT,2022,87018,23.81,200346.91,10,9.5,230.24,Slow Adopter
ORG_853,Healthcare,Small,152,Gemini,2024,5000,20.49,13318.59,6,26.38,266.37,Early Adopter
ORG_854,IT,Small,26,ChatGPT,2023,17079,22.97,12846.54,4,24.11,75.22,Early Adopter
ORG_855,IT,Small,117,Gemini,2025,10690,31.16,11442.18,3,37.45,107.04,AI Leader
ORG_856,Retail,Large,6938,Copilot,2026,193183,9.5,213806.1,6,4.93,110.68,Slow Adopter
ORG_857,Education,Large,7474,Claude,2023,430058,15.44,1030290.5,6,18.14,239.57,Early Adopter
ORG_858,Finance,Medium,544,Claude,2020,42462,25.76,84017.39,5,25.36,197.86,Early Adopter
ORG_859,Finance,Medium,727,ChatGPT,2025,107241,19.88,121482.99,6,20.86,113.28,Early Adopter
ORG_860,Manufacturing,Medium,473,Copilot,2026,69761,37.75,161316.61,6,39.44,231.24,AI Leader
ORG_861,Finance,Medium,645,Copilot,2024,123000,23.26,183162.57,6,5.35,148.91,Slow Adopter
ORG_862,Finance,Small,80,ChatGPT,2025,13189,29.99,30582.2,4,38.18,231.88,AI Leader
ORG_863,IT,Small,197,ChatGPT,2026,14978,45.23,37652.37,10,37.89,251.38,AI Leader
ORG_864,Manufacturing,Small,35,Gemini,2025,5000,23.44,6995.08,3,21.18,139.9,Early Adopter
ORG_865,Healthcare,Small,112,Claude,2022,18865,24.15,49075.39,10,32.69,260.14,AI Leader
ORG_866,IT,Small,70,ChatGPT,2022,12691,28.99,33751.41,10,35.13,265.95,AI Leader
ORG_867,Finance,Small,50,ChatGPT,2026,11455,15.39,25968.68,8,15.4,226.7,Early Adopter
ORG_868,Education,Small,99,ChatGPT,2021,13839,18.53,31778.28,4,18.07,229.63,Early Adopter
ORG_869,IT,Small,82,Claude,2024,5000,37.46,8572.05,9,33.0,171.44,AI Leader
ORG_870,Healthcare,Small,31,Claude,2025,18639,19.21,25926.75,4,32.76,139.1,AI Leader
ORG_871,Healthcare,Medium,962,ChatGPT,2024,59700,22.89,93972.75,3,19.72,157.41,Early Adopter
ORG_872,Education,Medium,268,ChatGPT,2021,31152,11.07,64568.95,4,3.2,207.27,Slow Adopter
ORG_873,Education,Medium,646,Copilot,2024,109830,29.81,126742.98,8,32.71,115.4,AI Leader
ORG_874,IT,Small,136,ChatGPT,2021,14822,30.01,28349.26,10,31.06,191.26,AI Leader
ORG_875,Retail,Small,67,ChatGPT,2026,15763,27.36,27513.4,5,33.17,174.54,AI Leader
ORG_876,Finance,Medium,294,Copilot,2022,105074,9.37,258907.89,10,9.63,246.41,Slow Adopter
ORG_877,Retail,Large,8692,ChatGPT,2026,300656,27.35,588963.48,6,19.17,195.89,Early Adopter
ORG_878,Manufacturing,Small,60,Copilot,2020,12223,23.05,16416.05,8,22.01,134.3,Early Adopter
ORG_879,Healthcare,Medium,881,Gemini,2026,35775,27.51,89697.59,5,34.83,250.73,AI Leader
ORG_880,Healthcare,Small,82,ChatGPT,2024,24419,31.59,25982.8,10,28.76,106.4,Early Adopter
ORG_881,Education,Small,168,Gemini,2026,9598,29.09,17716.48,8,30.54,184.59,AI Leader
ORG_882,Education,Medium,783,Gemini,2022,86114,35.48,85731.24,4,25.49,99.56,Early Adopter
ORG_883,Finance,Large,7702,Claude,2025,263891,25.25,272887.24,7,6.63,103.41,Slow Adopter
ORG_884,Manufacturing,Small,60,ChatGPT,2024,12848,25.54,8001.22,10,8.87,62.28,Slow Adopter
ORG_885,Education,Medium,681,Midjourney,2025,23041,25.01,51515.01,9,34.93,223.58,AI Leader
ORG_886,Healthcare,Medium,809,ChatGPT,2022,44167,20.2,83550.37,10,24.29,189.17,Early Adopter
ORG_887,Retail,Large,2950,Midjourney,2024,302235,22.43,691136.35,3,15.33,228.68,Early Adopter
ORG_888,Healthcare,Medium,570,Copilot,2025,103625,23.71,145840.29,5,24.82,140.74,Early Adopter
ORG_889,Manufacturing,Large,4628,ChatGPT,2026,41887,33.06,66460.74,8,33.8,158.67,AI Leader
ORG_890,Healthcare,Large,1726,Midjourney,2025,382537,35.39,355643.94,10,35.85,92.97,AI Leader
ORG_891,Education,Medium,963,ChatGPT,2023,105601,12.49,63727.53,6,7.82,60.35,Slow Adopter
ORG_892,IT,Small,30,Gemini,2020,13349,16.13,8659.44,6,21.4,64.87,Early Adopter
ORG_893,Healthcare,Medium,406,ChatGPT,2023,95752,19.36,112501.18,3,27.2,117.49,Early Adopter
ORG_894,Manufacturing,Large,9640,Copilot,2025,282922,19.88,737328.53,9,7.26,260.61,Slow Adopter
ORG_895,IT,Small,107,ChatGPT,2026,16060,43.9,32203.47,9,38.6,200.52,AI Leader
ORG_896,Education,Small,146,ChatGPT,2024,19943,23.84,34893.47,3,3.56,174.97,Slow Adopter
ORG_897,Finance,Medium,502,Gemini,2024,84416,20.4,192863.49,10,7.09,228.47,Slow Adopter
ORG_898,Education,Small,141,Claude,2022,9910,11.6,15245.55,10,8.0,153.84,Slow Adopter
ORG_899,IT,Small,22,ChatGPT,2024,21565,28.18,50275.15,4,13.38,233.13,Slow Adopter
ORG_900,IT,Medium,605,Claude,2026,107917,39.62,140561.58,5,35.71,130.25,AI Leader
ORG_901,Education,Large,7993,ChatGPT,2023,148533,17.98,228457.62,6,9.02,153.81,Slow Adopter
ORG_902,Finance,Medium,207,Copilot,2024,39590,18.88,74006.7,10,28.16,186.93,Early Adopter
ORG_903,Finance,Small,80,Midjourney,2023,24159,35.24,57241.72,3,30.16,236.94,AI Leader
ORG_904,Healthcare,Medium,749,Copilot,2026,87120,27.93,131466.51,7,34.29,150.9,AI Leader
ORG_905,Manufacturing,Large,8631,Copilot,2021,172637,41.59,470246.54,7,31.57,272.39,AI Leader
ORG_906,IT,Large,8018,ChatGPT,2023,100322,23.17,146969.22,7,21.05,146.5,Early Adopter
ORG_907,Manufacturing,Small,21,Midjourney,2023,12441,15.31,9149.05,7,12.92,73.54,Slow Adopter
ORG_908,Finance,Small,150,ChatGPT,2026,16948,22.15,39905.65,9,20.15,235.46,Early Adopter
ORG_909,Healthcare,Large,1613,Claude,2024,141297,19.99,85199.57,5,30.39,60.3,AI Leader
ORG_910,Education,Medium,990,Claude,2026,49287,30.46,98995.5,8,21.05,200.86,Early Adopter
ORG_911,Retail,Small,106,Midjourney,2026,16255,18.15,36896.6,8,6.93,226.99,Slow Adopter
ORG_912,Education,Small,148,Gemini,2026,15303,33.15,18508.3,4,39.48,120.95,AI Leader
ORG_913,Retail,Small,38,ChatGPT,2024,6489,28.86,15442.2,8,36.1,237.98,AI Leader
ORG_914,Healthcare,Large,9846,ChatGPT,2026,166966,18.06,297136.54,10,17.01,177.96,Early Adopter
ORG_915,Finance,Small,67,Claude,2021,9709,20.45,15240.07,5,10.91,156.97,Slow Adopter
ORG_916,Retail,Medium,673,Midjourney,2022,77408,24.7,57277.26,8,19.05,73.99,Early Adopter
ORG_917,Finance,Small,23,ChatGPT,2024,17322,15.15,30732.62,9,9.3,177.42,Slow Adopter
ORG_918,Education,Large,8436,ChatGPT,2026,182444,38.08,369770.1,8,25.43,202.68,Early Adopter
ORG_919,Education,Medium,552,Copilot,2024,63270,20.36,165117.25,5,12.76,260.97,Slow Adopter
ORG_920,Retail,Medium,547,Gemini,2023,80900,20.66,180965.92,3,32.02,223.69,AI Leader
ORG_921,Manufacturing,Small,187,Gemini,2025,19983,28.7,49148.11,10,29.54,245.95,Early Adopter
ORG_922,IT,Small,184,Copilot,2026,12235,21.2,30643.78,4,28.26,250.46,Early Adopter
ORG_923,Retail,Medium,955,Claude,2022,55881,29.43,89363.13,5,18.71,159.92,Early Adopter
ORG_924,IT,Large,8963,ChatGPT,2024,120827,35.22,187288.63,9,18.77,155.01,Early Adopter
ORG_925,Finance,Medium,659,ChatGPT,2024,85031,20.66,190931.33,5,6.84,224.54,Slow Adopter
ORG_926,Manufacturing,Medium,483,Claude,2026,64991,30.12,144321.23,10,11.53,222.06,Slow Adopter
ORG_927,Manufacturing,Medium,547,ChatGPT,2023,69718,29.15,102961.65,7,24.84,147.68,Early Adopter
ORG_928,IT,Large,7630,ChatGPT,2024,314167,22.06,422785.16,8,22.8,134.57,Early Adopter
ORG_929,Finance,Large,1537,Copilot,2022,403206,24.68,319782.84,9,19.73,79.31,Early Adopter
